MAIN_ID,ra,dec,pmRA,pmDE,Vmag,Umag
HD 208110,328.4906905674794,+06.8648049264304,75.666,8.704,6.143,
HD 223542,357.6120474230543,-14.5790679714108,-8.422,21.876,6.66,
HD  64185,117.3039035062472,-60.2837147148635,-81.659,166.986,5.771,
HD 200465,315.5873256512854,+39.5090322190814,1.882,0.243,6.44,
*  36 Peg,337.2832597667127,+09.1290347526141,51.983,-19.639,5.574,
*  75 UMa,187.5177480522298,+58.7677756940376,30.753,-14.732,6.065,
HD 184996,295.4052705135563,-65.8544145889994,15.154,-71.719,6.074,
*  15 Cnc,123.2869587095790,+29.6565493538636,-12.959,-22.232,5.605,
HD 120908,208.4295567832538,-53.3733229602017,-15.013,-17.960,5.873,5.47
HD 174980,281.4448663955953,+74.0855482555492,5.080,81.857,5.244,
HD 107398A,185.1723900026666,+27.0545575795575,4.991,-115.734,6.992,
HD  42617,093.3770510788195,+37.1591269602170,-3.116,-3.896,6.77,
HD 194335,305.9348715936396,+37.4764464588382,5.277,0.362,5.90,4.82
HD  13442,032.7669641113573,-15.0708485247580,-8.790,-39.855,6.745,
HD 203458,320.6113945971310,-03.1301031768289,-40.184,-25.195,6.680,
* zet Aps,260.4978276071669,-67.7706702168231,-37.758,-7.637,4.78,
M  12,251.80908,-01.94853,-0.15,-6.77,6.07,
HD 121557,209.6301523644546,-65.8006668979453,-31.512,-40.044,6.24,
HD  19568,047.3942659814259,+19.3807348881711,27.523,-7.517,6.86,
HD 127285,217.3125546042309,+44.2621421106898,-36.483,8.016,6.52,
*  76 Psc,016.5466681846763,+32.1814867659390,7.859,-21.566,6.260,9.000
HD 223774,358.1249618597335,-14.2512134620657,-96.025,-1.756,5.848,
HD 120565,205.5966166368615,+82.7524182490235,29.433,-43.441,5.913,
HD 154202,256.12312824,-12.67619081,-43.82,-74.99,6.95,
HD 136272,231.2383810976374,-72.0463500219990,0.308,-10.358,6.98,
HD  91056,157.2190709495569,-64.1722810576246,-17.601,1.942,5.27,
*  29 Per,049.6572532210370,+50.2221761475281,23.574,-24.407,5.157,6.232
HD  76110,133.2000737910378,-38.7240869832812,-4.373,18.051,5.806,
HD  41602,091.7326469662912,+16.3667142650377,3.076,-2.951,6.56,
* del Crv,187.4660631842,-16.5154312617,-210.49,-138.74,2.94,2.80
HD 120818,207.7688882792731,+34.7725172076430,33.053,-8.199,6.631,
[SC93] 137,094.72,+11.12,,,6.90,
HD  81254,140.9147077741046,-33.2004741707398,-22.726,9.704,6.72,
HD  61093,114.4233330998530,+01.9283927683915,-1.136,-1.128,6.87,
HD  64802,118.5458712238483,-35.8772846031363,-2.681,3.382,5.463,4.57
V* HR Peg,343.6484466455954,+16.9418331150997,14.767,-7.366,6.360,9.970
HD 196025,308.6325377041138,+06.8780889066717,1.67,-0.07,6.99,6.13
HD  60853,114.0695682839040,-08.3113012451325,47.01,2.63,6.284,
HD   3801,010.3942494360771,+65.8682149843144,71.839,-60.126,6.94,
HD 140130,236.0431567467775,-50.2157313846133,-3.57,-34.49,6.82,7.24
HD 218925,347.8481349435346,+50.7713750210817,57.033,7.250,6.81,
HD  79990,139.4402079483323,+23.0788186026865,-36.187,-8.579,6.950,9.230
HD  39985,089.1168087375365,+09.5093941724191,0.265,-14.488,5.964,
*  83 Tau,067.6556774736377,+13.7244027891201,106.871,-19.354,5.395,
HD   5720,014.6905890603855,-05.8828156506059,9.949,-79.535,6.579,
* eta Psc,022.8708760779,+15.3458245944,27.14,-2.64,3.620,5.320
HD  70438,125.4012510601229,-11.0456789593340,-2.440,-3.120,6.84,
HD 126363,216.3233050385064,-13.3531626293913,-58.735,2.700,6.49,
HD 163466,268.1057320088809,+60.3963722975076,-2.730,42.672,6.85,
HD 148451,258.9968016022623,-87.5662732931841,-116.800,-155.401,6.595,
HD  17864,042.6991947753736,-39.9322244439540,41.760,-9.937,6.362,
V* UU Crt,168.8483410394442,-11.5881823154487,18.141,-31.367,6.92,
V* VV Ari,027.7894357689118,+20.5143754805321,15.694,-18.748,6.70,
HD  59180,112.3035398324275,+11.5812611905482,-27.607,10.115,6.99,
HD 119476,205.3745544767810,+64.8224109866184,55.155,-12.015,5.850,6.000
HD 167465,274.5849378968076,-54.3324388432538,3.516,-11.767,6.92,
HD 118354,204.3478305725447,-46.4278912934393,-29.529,-18.051,5.889,
HD  91638,158.7092434296670,-03.8996926684524,0.555,-162.635,6.67,
* F Hya,130.9182227138,-07.2337311914,-11.62,-1.36,4.625,
* mu. Aur,078.3571684290119,+38.4844853385411,-19.18,-72.93,4.821,
HD  56963,110.3229147876841,+45.2281762330624,-48.162,10.327,5.739,
HD 202314,318.5428512974747,+29.9009605925745,2.511,-0.167,6.166,
HD 172365,279.9036541337089,+05.2642892951619,3.379,2.913,6.40,6.92
HD  31244,072.8626065239039,-51.7255336992523,-4.509,6.350,6.55,
HD  14247,034.3328212638562,-35.9829579189830,164.177,46.774,6.709,
V* V737 Cen,219.2998659806814,-62.0109006411995,-2.251,-3.590,6.77,
HD  40588,090.2918369955709,+31.0345195291625,-20.236,-0.229,6.190,6.360
HD 196565,306.7023772882478,+81.4341440673199,45.332,19.802,6.550,
* E Hya,222.5720894242486,-27.9603718109889,-232.696,-60.118,4.41,7.28
HD 101369,174.9630053700957,-14.4685230757011,-38.336,-11.429,6.198,
HD 146190,245.7255233182219,-75.9746861464176,-15.392,-17.851,6.83,
*  37 Lyn,140.1823371928046,+51.2660644096567,-35.085,143.802,6.110,6.470
HD 166701,273.4202971726899,-41.1268340827110,51.897,-52.185,7.00,
HD 185423,294.7041275867970,+03.3815261669403,-0.032,-4.368,6.358,5.87
V* SU Cas,042.9947953726678,+68.8885004361318,3.231,-7.802,5.80,6.92
HD  44288,095.1668669405884,-09.8910042806741,-7.36,-3.86,6.88,
HD  29163,068.6589253225553,-24.0405020165965,15.473,16.942,6.38,
HD  76214,133.10295228,-55.34165428,-11.56,9.52,6.78,
*  26 Ari,037.6600719636839,+19.8553032566154,79.814,-34.746,6.130,
HD  80441A,140.247458,+38.188253,-19.5,-23.0,6.73,
HD 126218,216.2026063088,-24.8063080592,-54.39,-17.14,5.332,
HD  56989,109.8432321311659,+02.7406767382064,-5.818,-9.458,5.887,
HD 179886,289.0905922550289,-45.4660327410507,-3.008,10.867,5.371,
HD 129791,221.4901201806691,-44.8675078134641,-18.937,-31.555,6.92,6.96
HD 170642,278.0888808404,-39.7040006939,32.47,-37.47,5.155,
*  35 Peg,336.9646763552042,+04.6956643207747,77.57,-306.12,4.80,6.74
HD 104471,180.44206546,-34.65031748,-185.28,10.64,6.955,
HD 155816,257.9160600285119,+45.3244496890411,2.653,-9.249,6.57,
*   2 Sco A,238.4029891687421,-25.3271357309831,-15.303,-24.757,4.71,
HD 101397,175.0387520015033,+23.7081574983325,-64.229,2.185,6.88,
HD  95027,164.4075695763163,-45.8758796425235,-65.480,3.483,6.83,
V* V1291 Aql,298.3280655792290,-03.1144625890722,21.578,14.186,5.619,
HD   1679,005.2678296082557,-02.9095990118312,87.692,4.638,6.90,
*   3 Sge,291.1892020874418,+16.9570192406330,36.574,-13.882,6.842,
* nu.01 Sgr,283.5424069863275,-22.7448409059306,4.291,-7.786,4.845,
* phi02 Hya,159.0694142481356,-16.3443251043453,-31.156,3.792,6.012,
HD  17791,042.8348776172717,+02.1728061612188,-9.143,-23.826,6.95,
HD   5788,015.0140948662626,+44.7111254283212,11.582,-24.369,6.763,
HD 145368,241.0012025730459,+73.1483686175484,-51.916,90.021,6.845,
HD  27616,065.1625553538928,-20.6396206805372,25.470,-10.128,5.38,
HD 182180,291.1257483679897,-27.8659435275072,11.082,-14.747,6.011,5.22
HD 199479,313.9958645697278,+44.3739320575253,4.192,4.840,6.821,
HD  21149,050.9359204768919,-32.7070874678127,20.06,1.92,6.499,
HD  71997,127.3648330680824,-27.3321541859088,-2.079,0.564,6.681,
HD  70771,126.2703607176410,+35.0114067818260,-12.306,-11.640,6.059,
HD  61409,114.4366518812211,-35.2771529123088,-29.093,20.379,6.580,
HD  79929,139.3995742625987,+27.4221841401636,16.887,-4.652,6.748,
HD 198679,312.3291902556305,+58.7487376580648,-3.796,-2.361,6.86,
HD 142678,240.5667941881594,-73.5154090264238,-13.561,-74.627,6.68,
NAME LMC,080.8942,-69.7561,1.910,0.229,0.4,
*  10 Tri,034.7374727465605,+28.6426764141486,7.159,0.653,5.291,
* A Pup,107.2127844325,-39.6556549856,-10.69,7.71,4.83,3.96
*   5 Pup A,116.986303396,-12.192756828,-116.3,57.3,5.73,
HD 150638,250.9113506788681,-32.1059466402986,-8.792,-23.173,6.452,
V* V1942 Cyg,330.73608616,+44.64986136,-20.85,-33.02,5.596,
HD 196833,309.5656134620722,+44.3327063392322,6.741,3.650,6.669,
HD 194006,303.3302720380414,+79.6515218095826,-17.558,-22.688,6.76,
* kap Pic,080.5922792623873,-56.1343961015653,-5.956,21.973,6.086,
HD  49614,101.6859982246035,-47.8044611781311,3.342,17.027,6.941,
HD 148912,247.8382120025013,+01.3087888614617,-17.119,22.117,6.78,
HD  27131,064.2975529383362,+05.0245730400923,-10.567,-14.220,6.94,
HD 205314,323.2357973557711,+49.9776305934506,18.184,11.358,5.755,
HD 158409,262.6998496779,-37.4369757267,-2.11,-27.02,6.91,
HD   2807,007.9056330498020,+09.1612021911077,-12.474,-5.495,6.98,
HD  33204,077.4378896030391,+28.0304696500675,58.222,-57.737,5.997,
Cl Collinder   69,083.775,+09.933,0.81,-3.15,2.8,
HD  30823,073.1989880104851,+42.5866288384005,-10.63,0.46,5.675,
*   6 UMa,134.1560307464674,+64.6038552368301,-32.914,-96.327,5.560,
HD 153680,253.9426765267814,+67.4784754495038,-12.16,8.90,6.78,
HD 126896,217.1331495787455,-10.0042853391867,-57.752,-22.648,6.60,
HD  94864,164.2830997081591,-00.3119652052975,-107.701,-31.523,6.87,
V* V959 Her,264.0892464732870,+27.5666359724810,-5.405,-70.083,6.406,
V* V655 Car,157.5366087506765,-66.9846535206056,-17.680,5.177,6.191,5.67
V* V423 Car,148.7749974555819,-57.3829225423058,-23.943,9.173,6.74,
HD 170811,276.9256060732671,+59.5491114930462,45.097,39.240,6.420,8.130
*   3 Cnc,120.1971143390827,+17.3087023131947,-10.403,-3.905,5.588,
* t Her,275.2542511047590,+28.8699502927729,3.953,47.920,5.115,
HD 157546,261.1543316855841,-18.4457680027018,13.943,-6.221,6.334,
HD  19637,047.6126956248918,+26.8962357133181,4.54,67.44,6.022,
* pi.02 Boo,220.1830251866061,+16.4177994606551,2.691,7.066,5.761,
HD 170137,276.9596706432777,+03.7485657343867,-2.224,-9.001,6.06,
* pi.02 Col,091.9702503875872,-42.1540413348888,-10.612,-16.928,5.492,
*   8 Cam,074.9430348208533,+53.1554514850529,-13.532,-10.700,6.083,
HD 209523,331.1631158315763,-28.4350052245816,-18.970,20.504,6.99,
HD  61394,114.0066857838942,-55.8877079582790,-13.48,10.26,6.399,
HD 156593,259.3993938536788,+23.0906259813913,-3.050,-5.293,6.220,9.610
*  12 And,350.2219317358550,+38.1823228884083,130.121,-58.648,5.765,
HD 215121,341.0686643355927,-60.4996183454083,3.193,20.739,6.298,
Cl* NGC 2287   HOAG       1,101.75617,-21.01539,,,6.1,
HD 142795,236.1521790726486,+80.9321720227354,5.333,1.030,6.81,
V* VZ PsA,339.7144431975260,-33.0813476234426,4.040,15.473,5.66,
HD 120245,206.8814591968244,+37.8932931775065,8.418,-1.510,6.980,
HD 200393,315.6965650700242,+15.9671152751082,-6.282,-2.683,6.840,10.560
HD 183007,292.3493514622242,-43.4452039997542,88.361,-113.077,5.701,
HD 188158,298.7712678018178,-33.0462552526001,-16.653,5.372,6.47,
HD 149404,249.0940119070523,-42.8588637665810,-3.367,-2.823,5.52,5.23
* eta Ret,065.4721911595671,-63.3863878567221,85.672,175.474,5.24,
HD  79241,137.9205471025634,-39.2588450707883,-20.327,10.723,6.002,
USNO-A2.0 1275-09038549,250.8207718523682,+39.7879950289222,-9.878,1.238,6.06,
HD 204943,323.1385904510075,-24.5904188985177,68.396,6.851,6.428,
HD  45291,095.9074542768861,-52.1809114395695,-21.525,-13.126,5.951,
HD  86463,149.5582929864564,-25.1311124214532,-18.559,2.089,6.77,
HD  73900,129.8421209509076,-36.6066792753035,-170.323,54.926,6.114,
HD  80205,139.2415928364213,-45.0119645069586,-16.862,3.502,6.720,
*   7 Cnc,120.9603282597029,+22.0708038079909,-40.839,-5.213,6.832,
HD  34381,079.7307776255658,+41.0954924805544,-15.44,-27.22,6.69,
HD 180756,288.8299030848796,+50.0711216340583,-6.758,1.580,6.310,7.850
HD  83572,144.7503872224556,-17.6241801576731,-66.833,14.372,6.72,
HD 224152,358.8859265027361,+52.7355800086781,63.993,19.750,6.60,
HD  71523,126.7114988404869,-29.2156351516930,-12.482,5.770,6.720,
HD 150578,249.5405437101014,+61.1723265139813,-17.265,-2.297,6.89,
HD 163318,269.1743353110207,-28.0653948512714,31.328,-18.740,5.763,
*  20 Mon,107.5570073620065,-04.2371063502153,-0.714,217.298,4.92,6.73
HD 198820,313.0016216432622,+32.8488963687278,-0.109,-7.705,6.44,5.67
HD 105943,182.7499199567183,+81.7098303721203,-27.156,-2.705,5.955,
NGC  5617,217.433,-60.712,-5.641,-3.172,6.3,
*  44 Leo,156.3133141344060,+08.7848432549050,10.759,-38.895,5.61,9.20
HD  18474,044.9574544453746,+47.2207102514985,12.378,20.544,5.485,
*  19 Aur,080.0038371702310,+33.9580569165886,-0.119,-4.057,5.03,5.72
HD 141458,237.2103479095135,+12.7236202895833,-15.710,-7.304,6.81,
HD  21844,053.3373732519107,+47.9500471849058,118.755,-18.139,6.59,
HD   8388,020.8539531247645,+20.4689697636664,-6.28,-9.03,5.971,
V* V482 Car,142.5976130852029,-58.3618430918702,-33.969,20.132,5.888,
*  78 Aqr,343.6421727773122,-07.2046252236158,-14.505,-34.478,6.181,
* h02 Pup,123.5122644229141,-40.3479080750754,27.770,-60.682,4.44,6.70
V* DX Cet,039.0107434493568,+06.4324214044765,113.621,-37.442,7.00,
V* AV Cap,302.1302967579329,-10.0625954214858,5.597,-34.186,6.174,
HD 210387,332.2718401085314,+44.8547435177434,16.145,1.141,6.774,6.48
HD 138564,233.5868865447350,-39.3492070850237,-28.021,-36.710,6.349,
HD  59550,112.2704802718734,-31.4562169202389,-9.791,4.735,5.768,4.82
HD 104725,180.8982123284617,+69.0199665659771,-13.420,-3.620,6.99,
HD  97322,168.0946907110831,+34.7846622254649,-99.058,-60.361,6.94,
* tau Ori,079.4016190192,-06.8444083853,-17.61,-9.24,3.59,3.01
HD  80654,140.3271529602984,+13.1114542284986,-38.795,-80.088,6.670,7.170
HD 114435,197.7870004580041,-42.2329017652357,-80.111,-24.870,5.772,
HD 132101,224.8303976211620,-51.5761329479644,-11.603,-11.615,6.78,
* mu.01 Gru,333.9038890784100,-41.3467654876546,30.774,42.645,4.798,
HD 214652,339.7691052533866,+37.3754193983864,-3.430,-6.097,6.84,5.99
HD 200868,316.6728293150947,-20.1802665034422,-48.01,-19.17,6.53,
HD  19366,046.6390527278496,-10.2519734734103,21.410,-11.567,6.69,
HD 179648,288.1530546909027,+21.5545722633212,14.077,5.725,6.040,6.190
HD 134807,227.0808111604116,+65.7886864575184,-13.600,18.739,6.74,
HD 220539,351.0793555595806,+23.7599107160875,-83.540,-13.268,6.96,
*  28 Sco,256.5491293733991,-21.5645827577233,-5.496,-78.611,6.282,
HD 186255,295.4158914781896,+40.0223397797480,24.177,14.699,6.912,
HD  70982,125.2818278656075,-64.1060018868368,-7.425,-19.913,6.108,
HD  55111,107.9640951165716,+05.6547037982482,-12.249,-5.323,6.059,
CCDM J19041-6347AB,286.02548191,-63.78469237,9.37,-12.90,7.0,
* nu. Tau,060.7890819292,+05.9892997683,4.72,-3.78,3.883,
*  85 Cet,040.6205632383830,+10.7417306912102,-24.654,-24.048,6.31,
HD 210289,332.0678487781596,+49.7969886383149,1.403,-5.470,6.400,9.860
HD 205913,324.9270003171989,-42.4455760707870,16.479,0.203,6.63,
HD 213742,339.0912863901106,-72.7129471942146,106.142,-31.338,6.71,
HD 102433,176.8441874638252,-18.3806958029718,23.177,-51.272,6.80,
*  19 Pup,122.8179410425,-12.9269986597,-25.79,8.09,4.72,6.44
HD 164245,270.4512570743071,-36.3778591189249,-6.888,-20.073,6.296,5.94
HD 173920,281.2308301808559,+54.8971841266715,8.989,-1.681,6.259,
V* V352 Pav,266.7807257098571,-59.9943368481369,-10.865,-36.766,6.50,
HD 200576,315.6462776779624,+48.0306883709453,9.012,5.936,6.851,
HD  28086,066.5056292293878,+04.3734550091736,21.71,-16.27,6.32,
HD  14376,034.7243752048702,-19.5346331782095,-22.372,-26.557,6.88,
*  47 Aur,097.5123916804199,+46.6855567011036,-7.582,7.854,5.866,
HD   5343,014.0540508286910,+57.9965571705625,41.188,-15.357,6.190,
HD 187410,297.54068879,-10.00712933,18.72,9.33,6.80,
HD  32629,076.9424397633393,+55.7591604348872,25.931,-14.889,6.930,9.730
HD   7238,019.1286527279561,+79.9100191162226,-51.557,58.081,6.261,
HD 224429,359.4425453000896,+11.4743758857499,16.657,-9.763,6.644,
*  66 Vir,201.1385350499352,-05.1639338552195,132.402,-49.782,5.749,
HD  66005,119.8012731589672,-49.9768508616983,-5.850,8.398,6.25,
HD  62264,115.77257555,+00.18933284,1.08,-13.10,6.310,
HD  88693,153.0955133222887,-52.1632415706080,-52.827,45.209,6.147,
* sig02 Cnc,134.2358238202581,+32.9104290768334,-53.070,-66.452,5.436,
HD  59438A,112.3410993507867,-14.9986646027058,-185.168,-227.562,6.39,
HD  45321,096.6435148460343,-04.5973968409983,-4.346,-2.044,6.133,
HD  22322,053.63995264,-31.87479934,15.05,-0.39,6.422,
* alf Hor,063.5004768675,-42.2943675578,42.02,-203.55,3.86,5.97
HD 124730,213.0167119896,+69.4325490969,-25.69,-49.15,5.24,8.66
HD 221913,353.9274449399291,+51.2639458786558,-17.134,18.983,6.85,
HD 186568,295.9643829825739,+34.1627234606956,6.78,4.09,6.053,5.72
*  26 Cam,086.6266260463226,+56.1155757215102,19.337,-58.838,5.927,
HD  20121A,048.107310138,-44.419680111,92.0,-6.2,6.42,
HD 133077,225.8943616236536,-35.9427760367690,-3.629,13.918,6.64,
HD 131425,225.0470875754865,-77.1605528360406,-13.820,-10.672,5.920,
HD 179422,287.8790960817366,+26.7358702803210,33.156,-31.722,6.336,
*  19 Leo,146.8581863917,+11.5681659286,-50.52,-4.72,6.445,
HD  81809,141.94491636,-06.07118951,-233.71,-66.17,5.40,
HD  38358,086.8111875598987,+42.5267463500690,6.794,-87.500,6.292,
HD  50056,103.2647544505969,+35.7880002997256,-0.205,-4.231,6.016,
[SC93]  31,091.55,+10.73,,,6.95,
HD 198624,312.4070017738336,+50.1270832934936,-13.358,5.943,6.607,
HD 161390,266.7803956942066,-38.1121671145652,-11.401,-29.428,6.400,
HD 112495,194.3028076149385,-12.0669495821402,-15.944,-10.605,6.34,
HD 139828,235.6072173236354,-49.2175491922431,-1.42,-6.31,6.94,
HD  14542,035.7517751828378,+57.3870053033384,-0.766,-0.941,6.9770,7.46
V* V771 Cen,171.7485868224952,-61.3693221594032,-7.129,1.543,6.79,
HD 143321,240.5186484803451,-51.1207719761218,-11.18,-15.31,6.387,
HD  41214,090.2048770153366,-51.2163243194269,-30.091,96.163,5.647,
HD 105938,182.9087999216166,-54.4176365817581,60.366,1.311,6.79,
V* X Cnc,133.8453435720799,+17.2312737074417,-2.577,6.303,6.40,
HD  27429,065.1045918608554,+18.7426794599816,117.172,-42.952,6.094,
HD  65270,118.9588810123519,-45.9800533730863,-12.186,3.883,6.736,
HD   3303,008.8889135567160,-54.8218723712911,22.672,-50.709,6.052,
HD  91964,159.1774380672788,-27.6563506049698,-30.977,8.296,6.633,
HD 189854,300.9000325681441,-37.5285449226258,24.476,-95.204,6.87,
HD 220330,350.8419375542949,-55.5534023895761,-21.117,-11.283,6.56,
HD  52437,105.0806855880757,-22.1190671508068,-4.023,5.099,6.519,5.54
* l Per,050.3606551305209,+43.3296503903749,-59.947,-0.839,4.946,
HD  63215,116.5439384254257,-37.9336738510765,-18.649,16.050,5.869,
HD 131476,223.4159042173200,+06.2418007878596,-22.725,4.957,6.630,
V* R Oph,256.9407722393877,-16.0927710608896,-26.152,-24.680,7.00,
* tet Cnc,127.8988784008000,+18.0944212810287,-60.438,-57.331,5.337,
HD 129132,220.0911280767819,+21.9758682668799,-16.595,38.845,6.150,6.590
HD 111904,193.3412248027083,-60.3284893016066,-4.299,-1.101,5.77,5.75
HD 194841,306.8091253318903,+20.4764866704142,1.148,-7.525,6.43,
HD 222688,355.7747039205991,-46.3121429177639,-16.129,16.335,6.637,
HD  82268,142.7297790036454,-05.6615031192295,2.300,35.830,6.83,
V* S Nor,244.7159638891507,-57.8997926716315,-1.415,-2.287,6.49,8.15
* alf Sge,295.0241327254069,+18.0138901660447,14.630,-20.160,4.38,5.59
HD 114509,197.8767202246678,-35.1299052284221,-22.13,1.73,6.62,
HD 111032,191.6926155341591,-33.3154820441401,10.289,-28.560,5.869,
HD  87639,151.3605569561486,-34.8826720399639,-9.940,-0.469,6.58,
V* GX Leo,164.0702190045739,+22.3516811314492,-36.043,7.548,6.139,
HD 147473,245.7233117807670,-17.0191383893107,23.155,-8.441,6.87,
V* V912 Cen,174.3858240708057,-39.3588400122354,8.261,-12.127,6.90,
HD 173936,281.5542112308763,+41.4418066848605,-1.441,0.858,6.051,
HD 188162,299.2762842561845,-58.9013517490570,23.248,-14.783,5.241,
HD 112305,194.0061879339283,-31.4820867350813,-48.495,-10.169,6.99,
HD  17758,043.0471026170732,+37.0940945573530,10.606,-13.421,6.89,
HD 196917,310.3485739763862,-31.5982882141244,109.824,-59.983,5.740,
HD  29678,072.2098013919287,+75.9412208601420,37.678,-134.086,5.952,
*  64 Aql,302.0075926517287,-00.6781850932273,115.520,-67.593,5.968,
* rho Phe,012.6716122940172,-50.9868184843186,62.539,44.417,5.225,
HD 221308,352.7547596117164,-06.2880796822301,-9.625,-28.916,6.391,
HD  91943,158.9250292861818,-58.1928821568674,-7.731,3.483,6.70,5.91
HD  44780,096.1822806183540,+25.0487216863373,2.459,-1.895,6.345,
HD  10762,026.1532771069952,-34.4060476630081,16.124,-20.145,6.80,
HD  48412,101.2905133759443,+39.3681409486918,-14.878,-134.696,6.940,7.230
HD  79523,138.3575968448937,-38.6164903053304,-0.46,-15.04,6.296,
*  73 Ori,093.9373540520214,+12.5510682025232,-1.918,-0.974,5.467,5.3
* kap TrA,238.8733283383739,-68.6030009950801,-8.646,-6.327,5.097,
HD  29737,070.0283396651565,-24.4823687143459,-70.223,17.864,5.563,
HD 215943,342.0459783353181,+37.4166882576033,-43.498,-62.422,5.809,
*  56 Eri,071.0221702033714,-08.5035688235266,4.487,1.796,5.81,4.97
HD  48548,101.2347818654714,+22.8373808390402,-17.664,-1.771,6.75,
HD  12675,031.3619151130638,+50.6432331921949,-5.341,-34.177,6.99,
V* MZ CMa,110.2680491805080,-25.8916435737394,-12.986,12.393,5.886,
NGC  2527,121.242,-28.147,-5.549,7.275,6.5,
HD  63485,117.0519532677517,-24.5771947812253,-29.865,7.381,6.83,
HD 112640,194.2417334254594,+67.2428631068747,-19.434,11.406,6.54,
HD 105717,182.4533007438822,+77.3904356423973,-120.860,49.675,6.87,
HD 223428,357.3817068706951,-15.8612743570481,51.409,-30.048,6.213,
HD  44979,095.8043320274037,-34.9968555189025,-0.408,-7.278,6.530,
*  16 Psc,354.0970208191110,+02.1022202091634,-105.678,61.401,5.68,6.04
V* FH Mus,189.9827138339004,-66.5111365154412,-34.607,-5.710,6.252,
HD 167121,273.7712847956057,-29.8230040401525,1.122,-17.653,6.77,
HD  82074,142.3850664114649,-04.2466349824255,-31.03,-52.33,6.257,
HD 154081,254.9586613369816,+58.4625854833375,-10.013,11.018,6.856,
HD 128093,218.5487794122627,+32.5344791912769,105.913,6.476,6.306,
HD   2199,006.4400498366484,-27.7101905907071,39.820,-35.807,6.87,
HD  65372,119.6263867807416,+02.9358568083959,2.684,-8.306,6.652,
HD  11025,024.3667860707090,-84.7696155986987,34.976,25.807,5.667,
HD 217826,345.9343464871500,-30.4448481146088,39.820,19.391,6.79,
HD 199311,313.6663778262360,+46.2311942793740,14.448,0.918,6.654,
*  19 Lyn A,110.7169087927350,+55.2813951561928,-2.806,-31.485,5.78,
HD  60654,114.3241284217193,+40.0253825123514,-12.395,-50.988,6.340,9.870
HD  77518,135.8108647250229,+06.8159822019263,-4.107,14.959,6.53,
*   9 Gem,094.2446078945906,+23.7409129032990,0.581,-1.518,6.25,6.31
HD 148293,245.4529669889482,+69.1093913113408,-18.710,-10.359,5.264,
* 132 Tau,087.2541075217758,+24.5675429135085,-26.074,-33.083,4.873,
HD 112144,193.6258619948569,-20.0980281247149,-19.282,-3.035,6.71,
HD 133229,225.0112096799237,+65.4762198406429,-1.053,-19.826,6.90,
HD   5065,013.2156372201489,+40.2455697506602,-90.874,52.532,6.780,7.410
HD 202126,318.2223630762413,+35.7976627860911,-23.383,-22.954,6.780,7.050
HD 106797,184.2762888016714,-65.6929587125176,-38.331,-10.073,6.054,
HD 207158,327.2268031415213,-56.2740108286922,20.423,-1.245,6.54,
HD 190403,300.9312045885616,+29.9894596465500,0.730,-3.905,6.788,
HD  25049,059.8321153879482,+13.9750398320375,-10.099,-59.502,6.78,
* del UMa,183.8565026362,+57.0326154461,104.11,7.30,3.320,3.460
*  47 Cap,326.5677869632308,-09.2759388719784,18.731,8.387,6.00,9.53
HD  69263,124.7456704695295,+56.2547155819319,1.665,-7.413,6.81,
HD  98635,170.1247832083831,-45.7288170166231,14.750,-19.257,6.89,
HD 169904,280.5600696941306,-81.8081123523173,14.299,-16.713,6.262,
HD  20930,051.3258882113098,+58.6945426034017,-37.122,15.789,6.84,10.566
HD 106676,184.0992227699652,-72.6144987052149,-31.190,-16.407,6.196,
BD+02  4211,249.08304,-02.32031,,,5.755,
* del CMa,107.0978502142,-26.3931995789,-3.12,3.31,1.84,3.06
* kap02 Scl,002.8934199219073,-27.7997217440775,5.003,13.385,5.404,
HD  25860,060.9141349845332,-47.8618855978152,-9.917,12.950,6.615,
CCDM J00162+7657AB,004.05808468,+76.95075339,21.46,-3.82,6.389,
HD 169370,276.1755312948454,-07.0759330996991,133.839,-24.771,6.296,
C 1033-598,158.9404,-60.1261,-10.46,1.34,6.3,
HD  42879,093.2617639749803,-04.9352754941406,12.183,-47.819,6.94,
HD 157740,261.1314059873127,+16.3010077546557,12.280,-28.451,5.736,
*  81 Cet,039.4241740567671,-03.3961740884061,42.066,-43.331,5.647,
V* V366 And,025.7962718269482,+48.5167683282064,-0.619,-4.358,6.79,
HD   1324,004.2015762416148,-78.7801516365559,61.813,-24.074,6.776,
HD  32903,077.2683111569886,+49.1219069857134,-13.237,3.641,6.67,
HD 155784,257.9591711451708,+41.7301112768968,-0.117,0.300,6.750,9.650
HD  12642,030.9187032906581,-04.1035140250621,7.870,-61.538,5.609,
HD 141846A,239.9798477016758,-78.0272866733025,-6.682,-68.905,6.87,
HD  96407,166.5239165913886,-51.2129192663084,-0.860,-72.495,6.281,
HD 153312,254.4262796726175,+24.3812623135253,5.950,-19.515,6.326,
HD  48584,098.5104536803930,-77.6876961568212,-14.376,-59.209,6.65,
HD  64571,118.3067534779442,-34.9385272789697,-6.602,5.080,6.62,7.98
* ups Vir,214.8853339766386,-02.2655178613098,-119.191,-71.164,5.14,7.01
HD 142639,238.8399671329895,+09.2234292209672,-2.779,-17.011,6.88,
*  29 Lyn,124.4600594045791,+59.5711341456647,-4.439,2.536,5.630,5.920
HD  55598,107.60194766,-55.58772216,0.12,-13.05,6.7,
